"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2004","강서구","계",539337,28624.5,32271,36310,37033.5,48763.5,50456.5,54804,45742.5,49194,47187.5,32674,25057,18642.5,12820,8513,5718,3528,1461.5,432.5,91,12.5
"2004","구로구","계",414836.5,23368.5,25510,25020.5,24293,37091.5,40729,44870.5,36564.5,35237.5,33678,26286,21238.5,16743.5,10813.5,6072,3723.5,2267,977.5,287.5,54.5,10
"2004","금천구","계",260428.5,13513.5,16590,17149,15926,22525.5,24218,26982.5,24693.5,24066.5,21054,15467.5,12605,10485.5,6696.5,3936.5,2274.5,1437.5,578,188.5,33,7.5
"2004","영등포구","계",404794,22182,24112.5,23508.5,22631.5,34055.5,40565,46081,36604.5,34062.5,31913.5,24149.5,20326,17175,12147.5,7028,4227,2568.5,1044,340,65.5,6.5
"2004","동작구","계",410652.5,21281.5,23075,22536,22584.5,36908.5,46329.5,47383,34234.5,31870,30475.5,24222.5,21742.5,18864.5,12844,7457.5,4462,2701.5,1202.5,388.5,78,11
"2004","관악구","계",526306,26568.5,27932,26942,26995,51141,68945.5,65040.5,44001,39147.5,36915.5,30571.5,27497.5,23231,14441,7846.5,4506,2808,1242.5,428,89,16.5
"2004","서초구","계",397812.5,17223.5,21104.5,26520.5,27792.5,36834,41334,40429,31839,33851.5,34613,26556,21736.5,14883,8986.5,5603,4025.5,2667,1254,465,79.5,15
"2004","강남구","계",530247,20435,26619.5,37573.5,41488.5,50387,55518,51140,40524,47681.5,49588.5,35404.5,27055,17734,10683,7000,5283,3702,1732.5,573.5,105,19
"2004","송파구","계",611903.5,29801.5,37359,44030.5,44454,56156,57130.5,59770,52251.5,56723,54821.5,38456,28242.5,19715.5,12905,8456.5,5691,3681.5,1627.5,525.5,91.5,13.5
"2004","강동구","계",474187.5,22711,28648,34361.5,35668.5,44058,41221,42691.5,39775,46188,44814,30705,22111.5,15188,10017,6649.5,4707.5,2964.5,1212.5,398.5,86,11
"2005","서울특별시","계",10170253,482389,586372,661779.5,634565,849113.5,978564.5,1039497,904030.5,871351,861981,645293.5,521987.5,422661.5,301682,184784.5,114869.5,67952.5,29562,9597,1892.5,327.5
"2005","종로구","계",171843.5,6150.5,8726.5,11191.5,10682.5,13836,15495.5,16035.5,14691,15141.5,14347.5,10684,9190.5,8816.5,6962.5,4384,2767.5,1688.5,742,245,54,11
"2005","중구","계",130999,5647,6556.5,7069,6782,10419.5,12460.5,13656,11884.5,10674,10589,8291,7430,6885.5,5260,3221,2168.5,1302,491.5,162.5,40.5,8.5
"2005","용산구","계",230183.5,10408.5,12124,12762,11888.5,17717.5,21828,24742,21226,19053,18210,13800.5,12331,11677.5,9456,6024.5,3673,2046,850,292,63.5,10
"2005","성동구","계",338428.5,17722.5,19824,19796,18013.5,27280.5,33556.5,38098,32638.5,28228.5,26377.5,19888,16959,14992,11114,6687,3800.5,2165,933,275,65,14.5
"2005","광진구","계",378075,17841,22558,25081.5,23342,32568,40916.5,40335,34872,32953,31125.5,22296,17542.5,14066.5,9926,5719,3526.5,2153,876,313,51,13
"2005","동대문구","계",380257,16717.5,20561.5,22289.5,21349,33605,37900,37663,33152,30641,30809,24606.5,21107,18901.5,13782.5,8175.5,4843.5,2591,1138.5,346,59,18.5
"2005","중랑구","계",430615.5,19601,25760,29210,27583,36573,38899.5,41334,39440.5,38892.5,37321.5,27402.5,21902,18141,12594,7324,4504,2549,1134,372.5,64.5,13
"2005","성북구","계",457000.5,22039.5,25577,26777,25602.5,38065.5,43098,47459,40996,37345.5,36611,28809.5,24841.5,22419.5,16589.5,9762.5,5735.5,3275.5,1413,470.5,96.5,16
"2005","강북구","계",356892.5,16138.5,20095,21785.5,19925.5,28995,33076,36026.5,31376.5,29020,28812.5,22934.5,21044,19076,13193,7287.5,4140.5,2455.5,1083,353,67,7.5
"2005","도봉구","계",381734,18537.5,24138.5,27168.5,26359,31023.5,29784,35045,34435,34807,35119.5,24397,18495.5,15361.5,11424,7224,4414,2495,1084,342.5,72.5,6.5
"2005","노원구","계",625093.5,33302.5,41789,47801.5,44565,48417.5,47126.5,58815,57635.5,58429,56601.5,37597.5,26965.5,22136,17135,11863.5,7825,4498.5,1892.5,569.5,104,23.5
"2005","은평구","계",474419,23405,28387.5,31123.5,27934.5,36732.5,42696.5,49058,42767.5,39705.5,38938.5,29228.5,25475,22264.5,16373.5,9490,5695,3135,1394,497,98.5,19
"2005","서대문구","계",350617,17099.5,19891.5,21254,19629.5,28763.5,33344,36781,31686.5,28742.5,27520,20371,18102.5,16984,13728,7922.5,4639.5,2641.5,1097,349.5,59.5,10
"2005","마포구","계",385810.5,20161,21599.5,21157.5,19478,30922.5,42048,46564,36418.5,30237,28415,21790,19180.5,17479,13266,8093.5,4706.5,2680,1166.5,365.5,74.5,7.5
"2005","양천구","계",497426.5,22948.5,32914,41553.5,37518,39936.5,38849.5,42220.5,45107,50526.5,47268.5,31746,22169,15763.5,11356.5,7748.5,5153,2943,1223.5,396.5,71.5,13
"2005","강서구","계",547665.5,28125,31983.5,36586,36644,46620,51300,55486.5,47444,47718,49023.5,35529,27025.5,19315,13693,9149.5,6145,3716,1560,485,98,19
"2005","구로구","계",416616.5,22288,24849.5,25260,23672.5,34720.5,41095.5,44905,37361,34197.5,34575.5,27676.5,22656,17283,11636,6654,4040,2326,1031.5,322,57,9.5
"2005","금천구","계",258267.5,12514.5,15801,17325.5,15563.5,20963.5,23592.5,26040.5,24588.5,23480,21926.5,16301.5,13083.5,10768.5,7240.5,4270,2453.5,1486.5,629.5,194.5,35,8.5
"2005","영등포구","계",407323.5,21375.5,23261.5,23835.5,22208.5,31992.5,40485,46054,37806.5,33333,32924.5,25566,21468.5,17417.5,12911,7859,4535.5,2711,1144.5,346,81,7
"2005","동작구","계",410713,20420.5,22406,23094,22178.5,34630,45513.5,46515.5,35636,31185.5,31168,25391,22537.5,19039.5,13477.5,8171.5,4739.5,2810,1277,415,92,15
"2005","관악구","계",530088,25428.5,27393.5,27547.5,26317,48019,68983.5,65966,46035,38533.5,37799,31954.5,28575,23709.5,15674.5,8594,4861,2870,1283.5,439,88,16.5
"2005","서초구","계",401302,16776,21093.5,26765.5,27697,34798.5,41291,40300.5,33534.5,33607.5,35044,27846.5,22547.5,15485.5,9619,5995,4217,2788,1303.5,496.5,81.5,14
"2005","강남구","계",536213,19402,26136.5,37645.5,41430.5,48182.5,57158.5,51609.5,42036.5,46754.5,50500,37430,28461.5,18738.5,11492,7384,5487,3800,1816,608.5,118.5,21
"2005","송파구","계",605066.5,27530,35789.5,43762.5,43411,52910.5,56944.5,57669,52112,54473,55490,40921.5,29550,20212.5,13384.5,8864.5,5908.5,3753.5,1709.5,552.5,103.5,14
"2005","강동구","계",467602,20809,27155,33937,34790,41420.5,41121.5,41118,39149.5,43672,45463.5,32834.5,23347,15727.5,10393.5,6916,4890,3073,1288.5,388,96.5,11.5
"2006","서울특별시","계",10174255,453688,566568.5,657692,634324.5,799909,986617,1004342,935250,844490.5,880295,696827,531401.5,426725.5,318422.5,201261,121727.5,70350,31732.5,10201,2089,341
"2006","종로구","계",168054,5534,8107,10799,10588.5,13065,15330,14810,14798,14378,14455,11330,8984,8430,7109.5,4649,2860.5,1719,796.5,248,52,11
"2006","중구","계",130338,5213,6276.5,6971,6704.5,9795,12620.5,12927,12307,10352.5,10786,8947,7419,6743.5,5457,3486,2250.5,1339,532,158.5,46,6.5
"2006","용산구","계",231147.5,9884.5,11917.5,12666,11948,16608,22200.5,23941,22445.5,18674,18679,14988,12310.5,11340.5,9683.5,6513.5,3880,2161.5,927.5,301.5,66,11
"2006","성동구","계",336090.5,16582.5,18996,19592,17970.5,25390.5,33501,36259.5,33721.5,27444.5,27045.5,21287,16970.5,14814,11608.5,7290,4056,2199,988,291.5,67.5,15
"2006","광진구","계",375027.5,16282,21359.5,24883.5,23402.5,30790.5,40905.5,38422,35378.5,31863,31973,24036,17672.5,14098,10510,6169,3708.5,2227.5,948,332,52.5,13.5
"2006","동대문구","계",379985,15767,19805,22168.5,21075,31544,38296,36297,34171.5,29776.5,31425,26447.5,21260,18825,14570.5,9006,5151.5,2711,1246,360,67.5,14.5
"2006","중랑구","계",426725.5,17993,24167,28626,27376,34278,39072.5,39025.5,39573.5,37367,38245.5,29793,22315,18251,13440.5,7991.5,4824,2642,1243,410.5,78.5,12.5
"2006","성북구","계",467861,21964,25989.5,27268,26013,36601,43941,47058,44266.5,37048.5,38426,31410,25279.5,22478.5,17519,10846,6190.5,3422.5,1522,490,110,17.5
"2006","강북구","계",351125,14754.5,19029.5,21516.5,19522.5,26608,32394.5,33760,31844.5,27949,29098.5,24303,20921,18811.5,14071,8058,4422,2470,1133.5,372.5,77,8
"2006","도봉구","계",379531.5,16916.5,22979,26633,26084,29628,30210,32986.5,34885,33174,35623,26845.5,19037.5,15444.5,12136.5,7942.5,4762.5,2628,1158.5,370,79,8
"2006","노원구","계",620048,30411,40298,47502,44647.5,45616.5,47441.5,55418,58644.5,56107,57285,40940,27641.5,22009.5,17800.5,12575,8242.5,4697,2026,613.5,107.5,24
"2006","은평구","계",467665.5,21412,27049,30650,27863.5,33766,41910.5,46136.5,43684.5,38110.5,39464.5,31217,25504,22037,17169.5,10370.5,5978,3222.5,1486,519,97,18
"2006","서대문구","계",349091.5,15887,18976.5,21330.5,19692,27212.5,33406,34642,32859,27912,28197.5,21901,18035.5,16674.5,14239.5,8759.5,5014.5,2739,1165,370.5,69,8.5
"2006","마포구","계",389373.5,19241,21194.5,21413.5,19567.5,29374.5,42293.5,45735,38809.5,29936,29378.5,23596,19222.5,17312,13913,8879.5,4987,2766,1274.5,384,85.5,10
"2006","양천구","계",500736,21605,32089,41957.5,38160.5,37879.5,39537.5,40681.5,45977.5,49485.5,48755,34659.5,23045.5,16310.5,11879.5,8281.5,5475,3085.5,1340.5,425,92.5,12.5
"2006","강서구","계",554302.5,27313.5,31539,36357,36708.5,44163.5,52432.5,55156.5,49697,45978.5,50252.5,39051.5,28237.5,20129,14629.5,9865.5,6565,3856.5,1702,540,106.5,21
"2006","구로구","계",418118.5,21330.5,24029,25063.5,23567.5,32179.5,41578,44465,38530,33101,35357.5,29623.5,23543.5,17688,12403,7427,4281,2432.5,1099.5,347.5,63,8.5
"2006","금천구","계",255072.5,11462,14887,16985.5,15619.5,19435.5,23233.5,24490.5,24441,22708,22695,17346.5,13429,10829.5,7730.5,4680,2652,1514,679,207,37.5,10
"2006","영등포구","계",408542,20353.5,22402,23613.5,22106.5,29837,40535,45068,39374,32429,33696,27508,22121,17712.5,13546,8789,4874,2842.5,1267.5,371.5,85,10.5
"2006","동작구","계",409531.5,19286.5,21584,23133,22144,32445,45118,44623,37262.5,30183,31877.5,27016,22792,19149,14136.5,8891.5,5037.5,2921.5,1357.5,446.5,110,17
"2006","관악구","계",532618.5,24066,26524.5,27559.5,26164,45194,69647.5,64878,48536.5,37813,38626.5,33948,29114.5,24056.5,16931.5,9443.5,5241.5,2977.5,1328.5,456.5,92,19
"2006","서초구","계",405001,16351,21049,26856,27851.5,32784,41428.5,39494.5,35842,33155.5,35364,29824.5,22737,16187.5,10305.5,6562,4370,2848,1362.5,526,89,13
"2006","강남구","계",548936.5,19014.5,26212.5,37858,41979,46524.5,59384.5,52355,45345.5,46115,51259.5,40765.5,29219,20052,12581,7932,5706.5,3894,1926,655,133.5,24
"2006","송파구","계",606422.5,25803.5,34402.5,43225,43254,50446.5,58286,56194,53458,52404,56436.5,44616.5,30568,21040,14172.5,9509.5,6176.5,3868.5,1829.5,596.5,120.5,14.5
"2006","강동구","계",462909.5,19260,25705.5,33064,34314.5,38742.5,41913,39518,39397,41025.5,45893,35426.5,24021.5,16301.5,10878.5,7343.5,5020.5,3165.5,1393.5,408,104.5,13
"2007","서울특별시","계",10186938,442760,538010,643000,645271,750070,997249,968920,964047.5,827790.5,889983,735533.5,539704,431730,345882.5,217275.5,128671.5,73015.5,34407.5,10969.5,2279.5,368
"2007","종로구","계",166319.5,5288,7560.5,10350,10669,12356,15557.5,13746,15087.5,13879,14573.5,11825,8896.5,8146.5,7515.5,4918,2983,1748,876.5,279.5,53,11
"2007","중구","계",130346.5,5048.5,5887,6802,6864,9156,12793,12291,12670,10205,10942,9515,7434.5,6580.5,5865,3764.5,2329,1357.5,619.5,165,51.5,6
"2007","용산구","계",233933.5,9872,11564.5,12420,12315,15560,22969,23334,23854.5,18668,19059.5,16081.5,12298,11008.5,10200,6955.5,4100.5,2266.5,1010,317.5,70,9
"2007","성동구","계",333986,16041,17850.5,18987.5,18332.5,23550,33498.5,34524.5,34582,26800.5,27468.5,22487,16901,14598,12467.5,7873,4287,2276.5,1046.5,331,68,15
"2007","광진구","계",375507,15849,19906,24332.5,23860,29251.5,41630,37192.5,36007.5,31211.5,32628.5,25518,18044,14313.5,11372,6702,3918,2298,1053,343,60,16.5
"2007","동대문구","계",377640.5,15341,18727,21560,21187,29111,38534.5,34828,34865.5,29137,31549,27496.5,21237,18551.5,15689.5,9734,5402,2853.5,1341.5,402,80,13
"2007","중랑구","계",426574.5,17427.5,22337,27617,27728.5,32245.5,40001.5,37469.5,39838,36162,39151,31813,22939,18458,14827.5,8728,5117,2799,1358.5,452,92,13
"2007","성북구","계",471408,21985.5,25467.5,27016,26575,34521.5,44315.5,45362,46615,36786.5,38998.5,33161.5,25361,22241,18894,11689,6547,3566.5,1647,525,117,16
"2007","강북구","계",347234,14055.5,17755.5,20762.5,19796,24425,32213.5,31760,32459.5,27255,29131.5,25265,20732,18444,15397,8870.5,4705,2501,1223.5,383,89,10
"2007","도봉구","계",376754.5,15888.5,21338,25773,26126.5,28109.5,30670,30815,34996,31920.5,35754.5,28767.5,19535,15597.5,13233.5,8559.5,5157.5,2772,1224,422.5,84,10
"2007","노원구","계",617423,28922.5,38293.5,46772,45498,42831,47905.5,52301,59717,54689.5,57648.5,43432,28430,22056,19117,13310,8610.5,4895.5,2197,662,112,22.5
"2007","은평구","계",461888,20299.5,25368.5,29703,28310,31047,41237.5,43242.5,44591,37091.5,39550.5,32729,25313.5,21739.5,18422,11301.5,6338.5,3363.5,1582.5,536,100,21
"2007","서대문구","계",348797.5,15384.5,17922,20827,20175,25457,33903.5,33017,33718.5,27544,28613.5,23241.5,17900.5,16407.5,15154.5,9557.5,5346,2876,1260,408,75.5,8.5
"2007","마포구","계",391616.5,19021,20403.5,21221.5,20052,27517.5,42326.5,44376,41051.5,29900,29952,24882.5,19190,17153.5,14845.5,9661,5309.5,2839,1391,421.5,89.5,12
"2007","양천구","계",502683.5,20878,30612.5,41558.5,39379.5,35890.5,40173.5,38832.5,46496.5,48655.5,49834.5,36939.5,23951,16859,12775,8782.5,5784,3210,1501.5,455.5,101,13
"2007","강서구","계",557684.5,26803.5,30258.5,35386,37420,41381,53081.5,54095.5,51598.5,44526,50852,41743.5,29187.5,21178.5,16081.5,10550,6960,4002.5,1854.5,589.5,113.5,21
"2007","구로구","계",420187,21253.5,22909.5,24459,23870.5,29595,42047.5,44112,40026.5,32378.5,35686.5,31068.5,24014.5,18212.5,13670.5,8189.5,4520.5,2534,1200.5,354,73,11
"2007","금천구","계",251175.5,10847,13603.5,16259,15852,17894,23022,22919,24062,22002.5,23114,18124,13687.5,10833,8501.5,5039,2855.5,1552.5,739,215.5,43.5,9.5
"2007","영등포구","계",408438,20140,21294,22898,22380.5,27658.5,40259,43515,40834.5,31854,34009,28920,22478.5,17999,14566.5,9559,5227,2948,1389.5,405,88,15
"2007","동작구","계",407274.5,18617.5,20479.5,22607,22493.5,30150.5,44899,42739.5,38620.5,29453,32190.5,28077.5,22656.5,19044,15263.5,9510.5,5399.5,3024.5,1445.5,473,112.5,17
"2007","관악구","계",535394,23489.5,25087,26973.5,26582.5,42641.5,71062.5,63313.5,50848,37370.5,39269.5,35247,29391,24281.5,18840,10259,5649,3058,1428.5,486.5,94,21.5
"2007","서초구","계",407117.5,16354,20532,26575,28272,30708,41507.5,38411.5,37519,32996.5,35254.5,31061,22942.5,17034.5,11354.5,7092,4489,2937,1419,538.5,106,13.5
"2007","강남구","계",558961,19332,25662,37826,42915,44639.5,60340,52229.5,48154,46257,51466.5,43081,30016.5,21521.5,14057,8568.5,5918,4019.5,2073,699.5,158.5,26.5
"2007","송파구","계",615440.5,25677.5,33026,42523.5,44113,48074,60065.5,55702.5,55665,51774.5,57151.5,47696.5,32106,22360,15817,10300,6526.5,4063.5,1998.5,645,135,19.5
"2007","강동구","계",463153,18943.5,24164.5,31790.5,34504,36299,43235,38790.5,40169.5,39272.5,46133.5,37360,25060.5,17111,11955,7801.5,5192,3253.5,1527.5,459.5,113,17
"2008","서울특별시","계",10196768.5,437811,509137,624411.5,655571,708240.5,1005719.5,934781,972701.5,834711.5,883313,766080,553112,443733.5,369077.5,233331.5,135989,76744.5,37744.5,11673.5,2485,400
"2008","종로구","계",168275.5,5411,7281,10079,10947,11916,16054.5,13206.5,15367,14110.5,14800.5,12446,9053.5,8162,7931,5244.5,3120,1826.5,947.5,305.5,54,12
"2008","중구","계",130203,5014,5540.5,6553.5,7017,8604.5,12818,11826,12627,10389,10868,10014.5,7506,6539,6141,4003,2407,1398,695.5,184,48.5,9
"2008","용산구","계",237028,10009,11059.5,12296.5,12670.5,14607.5,23689,22872.5,24581,19188.5,19203,17014.5,12495.5,11052,10602.5,7440.5,4324.5,2387.5,1099.5,350,74.5,10
"2008","성동구","계",323873.5,15362.5,16373,17868.5,18298,21494,32375.5,31909,33865,26343,26814.5,22870.5,16750.5,14170.5,12828.5,8185,4437,2365.5,1108.5,371,69.5,14
"2008","광진구","계",376027,15596,18500.5,23561,24285.5,27838.5,42291,35963.5,35889,31552.5,32584.5,26964.5,18639.5,14771,12093,7358,4129.5,2398.5,1165.5,357.5,70,18
"2008","동대문구","계",373335.5,15051,17513,20675.5,21355.5,26894,38286,33167.5,34766,29227.5,30987,28087,21294,18479.5,16519,10388.5,5615,3030.5,1444.5,448,92,14.5
"2008","중랑구","계",427471,17274.5,20588,26447,28030.5,30588.5,40961.5,36303.5,39562,36146.5,39290.5,33506,23785.5,19043.5,15926,9575.5,5387,2972.5,1477.5,479.5,112.5,13
"2008","성북구","계",471665,21855.5,24597,26485,27160,32635,44366,42983.5,47497,37602,38477.5,34429,25653,22180,19993.5,12540.5,6911.5,3779.5,1824,549.5,130.5,15.5
"2008","강북구","계",343876,13576,16455,19937,20181,22527,32016.5,30030,32337,27304.5,28936.5,25969,20601.5,18423.5,16467.5,9685,5005,2596,1327,392,97,12
"2008","도봉구","계",374955.5,15274.5,19726.5,24820,26180,26856.5,31337,29079,34490,31706,35167,30405,20129.5,16087.5,14119,9166.5,5504.5,2988,1362.5,459,86.5,11
"2008","노원구","계",616367,28055,36089.5,45812.5,46551.5,40867.5,48386,49576,59442,54865.5,57320.5,45584.5,29620.5,22504,20164,14061.5,9054,5153.5,2414.5,692,128.5,24
"2008","은평구","계",458798.5,19467,24023,28642.5,28903,29093.5,40845,40484.5,44771,37318.5,39194,34115.5,25459,21921.5,19508.5,12255.5,6787,3609.5,1714,549.5,114.5,22
"2008","서대문구","계",340131.5,14437.5,16508.5,19872,20325,23376,33170.5,30414,33060.5,27478,27930,23887.5,17649,15998,15464.5,10117,5582,2983.5,1376.5,416,76.5,9
"2008","마포구","계",388884.5,18767,19466.5,20726,20398,25519,41789.5,42248.5,41839,30459.5,29693.5,25639,19068.5,17086.5,15357,10184,5638.5,2967,1478.5,447.5,96.5,15
"2008","양천구","계",502996.5,20366,28752.5,40597,40536,34309,40759,37280.5,45501.5,48629,50168,38704.5,25131,17684,13633.5,9267.5,6028.5,3375,1681.5,478,98.5,16
"2008","강서구","계",568636,27406,29547,34532.5,38199.5,39485.5,54528,53963,53895.5,45068.5,50631,44218,30715,22788,17557.5,11481,7441.5,4314.5,2090,629,120,25
"2008","구로구","계",420668.5,21275,21615.5,23699.5,24076.5,27487,42280.5,43043,40855,32559.5,35061.5,32045,24536,18983.5,14858,8966,4857.5,2673.5,1320.5,379,84.5,12
"2008","금천구","계",248214,10386.5,12277,15422,16028,16679,23043,21666,23549.5,21782.5,23063.5,18850.5,13988,11099.5,9196,5388.5,3081.5,1622,806.5,227,47.5,10
"2008","영등포구","계",408138.5,20079,20146.5,22088.5,22644.5,25850.5,39950.5,41728,41420.5,32337.5,33604,30183.5,22987.5,18575,15554.5,10263.5,5619.5,3071.5,1494.5,429,93,17.5
"2008","동작구","계",403416.5,18096.5,19307.5,21935.5,22715,28129,44413.5,40905,38942,29649.5,31477.5,28842,22566,19155,16132.5,10095.5,5726,3135.5,1561,501,112,19
"2008","관악구","계",535063.5,22870.5,23412.5,26076.5,26857.5,40143,72449,61403.5,51866,37821,38899.5,36102.5,29463.5,24768.5,20282,11206.5,6060,3176.5,1573,506.5,102.5,23
"2008","서초구","계",406144.5,16301,19797,25967.5,28508.5,28926,41090.5,37050,37876.5,33380.5,34595,31534.5,23320,17941,12401.5,7537.5,4635,3051,1544,547.5,127,13
"2008","강남구","계",559395,19177,24216,36829.5,43453,42371.5,60346,51189,48531.5,46675,50790.5,44041.5,30988,22954.5,15336.5,9192.5,6038.5,4077.5,2230,763.5,169,24.5
"2008","송파구","계",646419,27595,33455,43029,45725,47384,63842.5,57591.5,59638,54215.5,58290,51361,35238,24917,17938,11443,7136.5,4421.5,2305,709,163.5,21
"2008","강동구","계",466785,19108,22889,30458,34525,34658.5,44631,38897.5,40532,38901.5,45465.5,39264.5,26473.5,18449,13072.5,8285,5462,3370,1703,503,116.5,20
"2009","서울특별시","계",10204564.5,429563.5,484752,603116,663580,683555.5,987836,915293,967670.5,853357.5,870046,800121,570164,462605,378338.5,251268,144706.5,82307.5,40650,12472.5,2720.5,441
"2009","종로구","계",169654,5437,6945,9732.5,11144,11648.5,16016.5,13036.5,15279,14388.5,14962,13173.5,9378.5,8279.5,7973.5,5625,3289.5,1961,994.5,315.5,62,12
"2009","중구","계",129913.5,4901,5218,6209,7107,8244,12531,11488.5,12369.5,10684.5,10874.5,10465,7703,6675,6177.5,4265,2505.5,1506,726,205.5,48,10
"2009","용산구","계",238466,9941,10487.5,12019.5,12860.5,14076,23506,22559,24434.5,19888,19133,17924,12929,11339,10627,7899.5,4619,2565.5,1193,373,81.5,10.5
"2009","성동구","계",311135,14224.5,14943.5,16719.5,18013,20034,30105.5,29176.5,32295,26246,25740.5,23296,16650,13983.5,12520.5,8397,4690,2468,1155,380,82,15
"2009","광진구","계",374740,14975.5,17206,22496.5,24542,26817.5,41733,35211,35199.5,32038.5,32115.5,28537.5,19362,15336,12375,8093.5,4397.5,2544,1258,404.5,79,18
