"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2018","노원구","계",543267.5,18055.5,21592.5,26437.5,35586,40943.5,35181.5,32601.5,39800,42101,52809,44533.5,43685,35720,24318,18563,15681.5,9352.5,4418,1480,368,40
"2018","은평구","계",476894.5,16066,18327.5,19147.5,24592,31021,33772,32639,39175,37528.5,42663,37058,38882,32708,23637,19605.5,16093.5,8800.5,3623.5,1255.5,270,29.5
"2018","서대문구","계",304796.5,10454,11007.5,11259.5,14802.5,22721,25106,21581.5,23695,22570.5,26579.5,23776,24062,19721.5,14132,12321,10900.5,6333.5,2646,903.5,194,29.5
"2018","마포구","계",367176.5,14129,14198.5,14382,16699.5,25303.5,32834,32691,33817.5,30607,32346,26188,25677.5,20528,14509,12455.5,10642,6255.5,2785,859,233,36
"2018","양천구","계",462235,15317.5,20434.5,25095,30927,32192,30007,28500,34712.5,37131,46102.5,39417.5,37372,29678.5,20146.5,14226,10431,6169,3047,1035,263,30.5
"2018","강서구","계",592308.5,24042.5,23866,22606.5,27825,37893,49163.5,51195.5,55468.5,46357.5,47686,42438,47555,40202,27610.5,19862.5,14318,8188.5,4137.5,1506,342.5,44
"2018","구로구","계",402970.5,15942.5,16766.5,14970,18176.5,25088.5,29999.5,30767,35795.5,31836.5,33216.5,30228.5,32942.5,28682,20897.5,15956.5,11766.5,6290.5,2571.5,850.5,205.5,20
"2018","금천구","계",230452.5,7554.5,7480,7389.5,10127,15434.5,19555.5,17877,18152,16158.5,19371,19772.5,21180,16839.5,11932,9057.5,6963.5,3472,1517.5,477,125.5,16
"2018","영등포구","계",360631,13962.5,12825.5,11750,14990.5,22470,32096,32831,32358,27124,29213.5,26834.5,28455.5,23886,17359.5,13571,10816,6322,2636.5,890.5,216.5,22
"2018","동작구","계",390521.5,14002,14541,13739,17254,28466.5,35727.5,32379,33657,29649.5,31336,27971,29961,25455,18637,15107,11859,6612.5,2879.5,1012.5,246,29.5
"2018","관악구","계",494637.5,14108,14199.5,14209.5,19096,39581,61974.5,48149,42657.5,35066,37259.5,33108,35718,30713.5,23908.5,19075,14606,7075.5,2891.5,975.5,225,40.5
"2018","서초구","계",429232,16538,21859.5,22594,24614,26458.5,30820,31700,37626.5,37888.5,41313,31471,29146,25389.5,18277.5,14343,9651.5,5449,2656.5,1138,266.5,31.5
"2018","강남구","계",537081.5,17332.5,22869.5,27143,34348,35796,41097.5,41325,46521,45155.5,53003,41559,36116,31432.5,22799,17451.5,11553.5,6418,3342,1403,365.5,50.5
"2018","송파구","계",656198,25933.5,28566.5,29018.5,35126,42757,50973,53940.5,59264,52057,57185.5,49902,51280.5,43444.5,29164.5,20279,13589.5,7809.5,3944.5,1541.5,368.5,52.5
"2018","강동구","계",425539,15461.5,17339.5,17758.5,22354,27445.5,31190,31271,36370,32582,36413,33513,36822,31042.5,21054,14796,10191,5672.5,2867,1104,250,42
"2019","서울특별시","계",9578974.5,312470,363167.5,374188,459374.5,645905,796730.5,721278,790734,717153,827942.5,752927.5,752147,668847.5,466086,370201.5,284616.5,166758,74381,26780,6436,850.5
"2019","종로구","계",146603,3704.5,4683.5,5204,6776,10940,12502.5,10107.5,10274,9789.5,12824,12220.5,12308,10439.5,7243.5,6189,5551.5,3475.5,1602.5,592,152.5,23
"2019","중구","계",121678,3788,3685.5,3189,4236,7704.5,10490.5,10011.5,10382.5,8454,9627,9724,10350.5,9305,6438.5,5240,4421.5,2709,1301,495.5,105.5,19
"2019","용산구","계",218821,6974.5,7389.5,7335,9227,13592,18622.5,18215,19156,16094.5,18982.5,17178.5,17054.5,14920.5,10106.5,8340,7368.5,4905.5,2278,823,223,34.5
"2019","성동구","계",299044,11652,10866.5,9828.5,12249.5,20639,25514,24612.5,26997.5,22278,24928,23670.5,23941,20261.5,13431,10831,8861.5,5272.5,2256.5,753.5,175.5,24
"2019","광진구","계",348116.5,10494,11908,12543.5,15761,26298,34890,29648,29070,25197,29163.5,27561.5,27225.5,23290,15275.5,11921,9157,5366,2316,801.5,192,37.5
"2019","동대문구","계",340267.5,10771,11708.5,11340,14420.5,25439,28807,24213.5,27312,24321.5,27551,26310,27145,25010.5,17758.5,14774.5,12185,6966,2973.5,976.5,252.5,31.5
"2019","중랑구","계",394293.5,12283,13199,12758,16702,25273.5,31267,28743,31500,26952.5,32364,33840.5,36062.5,31420,21267.5,16586,12714.5,7080,2958.5,1040,251,31
"2019","성북구","계",431427,13836.5,17289.5,17756,21682,31436.5,33043.5,28066.5,33238.5,32280,39288.5,34267,33047,29557,20792.5,17332.5,14613.5,8672.5,3621,1285,287,34.5
"2019","강북구","계",310925.5,8129.5,10029.5,10476,13869,20614.5,22699.5,19107,22596,21766,26974.5,25744.5,26923,24446,17991.5,15629,12951.5,7073.5,2714.5,929,234,27.5
"2019","도봉구","계",332026,9684,11715,12279.5,16319,21945,23254.5,20101.5,23899,22629,28667.5,28280.5,29761.5,27317.5,18149.5,14455.5,11935.5,6982.5,3224.5,1127,257.5,40.5
"2019","노원구","계",532511.5,16201.5,20714.5,25203,33256,39720,35339.5,30892.5,37839,39552,51145,45164.5,42687,37310.5,25297,19486,15933,9973.5,4751,1608.5,398.5,39
"2019","은평구","계",473512,14900.5,17611.5,18415.5,23239.5,30109.5,35048.5,31850.5,38237.5,35686,42074,37742.5,38143,34193,24226.5,20307.5,16477,9658,3889.5,1368.5,300.5,33
"2019","서대문구","계",303057,9797,10961,10898,14043,22372,25798,21182,23355,21655,25893.5,24106,23698,20582,14357.5,12465.5,10904,6887.5,2855.5,988.5,222,36
"2019","마포구","계",366806.5,13311,13777.5,14068.5,16058,25249,34208.5,32044,33495.5,29474.5,32300.5,26946,25411.5,21424,14666.5,12625,10796,6694,3008.5,976.5,233.5,38
"2019","양천구","계",455764.5,13900,20039,24632,29037,30838.5,30251,27098,33597,35861.5,44818.5,39612,36731.5,31070.5,21083.5,15194.5,10809.5,6534,3218,1125.5,279.5,33.5
"2019","강서구","계",587369,21819,23471.5,21933,26359,36190,50686,50020.5,54107.5,45101,47346.5,42474.5,45954,41996.5,28682,21233.5,14784.5,8791,4345.5,1654,375,44.5
"2019","구로구","계",400902,14704,16216.5,14729,17259.5,24339,30797,29938.5,34671,30732.5,33004.5,30643.5,32254,29769,21662,16903.5,12272,6957.5,2851.5,945.5,233.5,18.5
"2019","금천구","계",229269.5,6972.5,7204.5,6998,9290.5,14966,20743.5,17709,17853,15388,18627.5,19657,20932,17742,12335,9500,7201,3818,1646.5,534.5,132.5,18.5
"2019","영등포구","계",360221,13240.5,12590,11336,14028,21871.5,33868,33113,32319.5,26235,28583,26911,27792,24784,17558,14058,11026.5,6770,2907.5,970.5,234,25
"2019","동작구","계",390350,12979.5,14237,13388,16465.5,28275.5,37231,31834.5,32718.5,28817.5,31105.5,28523,29486.5,26532.5,19054,15772.5,12189,7165,3135,1131.5,274.5,34
"2019","관악구","계",493055,12567,13525.5,13564,17923.5,39732.5,65595,47852,41156.5,33410,36732,33412.5,34741,31588.5,23974.5,19754,15153.5,7905,3122.5,1055.5,247.5,42.5
"2019","서초구","계",423950,15268,21415.5,22450.5,23761.5,25707,30571.5,30604.5,36329,36565.5,41022.5,32202.5,28508,25912.5,18504.5,14987.5,10038,5803,2751.5,1212,303,32
"2019","강남구","계",531575,15872.5,22971,27600.5,32681.5,34269,40924.5,39747.5,45152.5,44789,52368.5,41950,35349,31711,23180.5,18569.5,12174,6861.5,3461,1500,386.5,55.5
"2019","송파구","계",662019.5,24925,28711.5,28687.5,33587,41904.5,52835.5,53883,59465.5,51837,56653.5,51078.5,50851.5,45631.5,30962,21935,14377,8340,4222.5,1671.5,404.5,55.5
"2019","강동구","계",425410,14695,17246.5,17575,21143,26479,31742,30682.5,36011.5,32286.5,35897,33706.5,35789.5,32632.5,22088,16111,10721.5,6097,2969,1214.5,280.5,42
"2020","서울특별시","계",9533412,285507,356875.5,369850.5,427350,631877.5,816546,719526,756788,714459,801398.5,762279.5,732788,689251,496050,385833.5,289716.5,178205.5,81871.5,29509.5,6768.5,960.5
"2020","종로구","계",144865.5,3309,4548.5,5120,6181.5,10602,12667.5,9995,9795.5,9649.5,12221,12286.5,12160,10734.5,7636.5,6244.5,5449.5,3682,1748.5,639,169,26
"2020","중구","계",121519.5,3482.5,3611,3092.5,3869,7605,10768,10031,10051,8464.5,9184,9864,10108,9512,6871.5,5474.5,4501,2904,1428.5,557.5,124,16
"2020","용산구","계",219403.5,6548,7215.5,7168,8648,13540,19187,18518.5,18787.5,16188,18255,17807.5,16916,15451.5,10694,8500,7238,5101.5,2464,904,238,33.5
"2020","성동구","계",291841,10620,10584.5,9309.5,11202.5,19866,25368,23850.5,25563,21810,23377.5,23434,23143,20781.5,14024.5,11034,8844.5,5546.5,2455,821,178,27.5
"2020","광진구","계",343783,9107,11488,12259,14399,26069.5,35974.5,29172,27354.5,24710,27864,27567.5,26347.5,24044,16400.5,12293.5,9298.5,5780.5,2530,876,207,40.5
"2020","동대문구","계",337801,9989.5,11437,11100,13225,25595,29694,24183.5,26077.5,24009.5,26402.5,26376,26082,25501.5,18788.5,15061.5,12222,7391,3317.5,1045.5,263,39
"2020","중랑구","계",390233,11146.5,12723,12421,15134.5,23983.5,31889.5,28443,29817.5,26967.5,30630.5,33612.5,35135,32693.5,22863,17331,13001.5,7671.5,3326,1151,256,35.5
"2020","성북구","계",432206,12936.5,16941.5,17406,20578.5,32047,34141.5,28190.5,32089.5,31746,38195.5,35425,32449.5,30547.5,21965.5,17793,14645,9286,4040,1443.5,302,36.5
"2020","강북구","계",305511.5,7143.5,9409,10145,12601.5,19881.5,22976,18574.5,20838,21075,25765,25879,26041.5,25090.5,18881.5,16001.5,13170.5,7678,3051,1037,246,26
"2020","도봉구","계",325050,8515.5,11181.5,11792.5,14777,20810.5,23065.5,19395.5,22359.5,21936,27130.5,28235.5,28557.5,28136,19603,14988,12009.5,7531,3487,1231,264.5,43
"2020","노원구","계",522235,14382.5,20055,24379,30486,38164,35322.5,30142.5,35290,38353.5,48708,45803.5,41256.5,38305.5,27038.5,20473,16055,10549,5194,1813,414,50
"2020","은평구","계",471906,13566.5,17095.5,18061,21492.5,29567.5,36466,31944,36498.5,35222.5,40886,38488,37115.5,35505.5,25714.5,21021.5,16630,10437,4345.5,1487,323.5,38
"2020","서대문구","계",304074,9252,10997,10819,13182,22331.5,26806.5,21463,22907.5,21606,25117,24571,23311.5,21261.5,15103.5,12689.5,10763,7322.5,3186.5,1095.5,245.5,42.5
"2020","마포구","계",365392,12165,13517,13758.5,15098,25345,35312.5,31845,32513.5,28960.5,31587,27641.5,24954.5,22042,15390.5,12715.5,10765.5,7061.5,3318,1125,234.5,41.5
"2020","양천구","계",450971,12535,19785,24548.5,27028,29494.5,30526,26408,31828,35688.5,43225.5,39754.5,35972,32177.5,22822,16254,11087,6874.5,3416,1229,282,35.5
"2020","강서구","계",579138,19060,22673.5,21346.5,24563.5,34599,52156.5,49505,50801.5,44750,46066,42346,43686.5,43128,30562,22459,15114.5,9362.5,4675.5,1829.5,404,49
"2020","구로구","계",400914.5,13629,15694,14637.5,16137.5,23651.5,31640,30310,33112,30634.5,32339.5,31060,31480.5,30782.5,23042.5,17936,12725,7526,3230,1075,246,25.5
"2020","금천구","계",228342,6195,6926.5,6742,8430.5,14499,21987.5,18120,17092.5,15131.5,17704.5,19348,20449,18589.5,13044.5,9964,7353.5,4158,1848.5,597.5,137.5,23
"2020","영등포구","계",366258,12830,12781.5,11277,13174.5,21671.5,35861.5,34426.5,32554,26836.5,28001,27413.5,27447.5,25687,18600.5,14712.5,11147.5,7187.5,3297,1063,259,29
"2020","동작구","계",387858.5,11700,13855,13156.5,15381,27760.5,38372,31712.5,30938.5,28503.5,30269.5,28908,28632.5,27164,20038,16374.5,12343,7675.5,3489.5,1251,291.5,42
"2020","관악구","계",489798.5,10833,12872.5,12957.5,16558,39275,68411,48260,38692,32750,35438,33593.5,33476.5,32261,24836.5,20391.5,15530,8699,3479,1187.5,252.5,44.5
"2020","서초구","계",419614,13902.5,20972,22642,22784.5,25155,30068,29876,34206.5,36312.5,40042.5,33256,28018,26175.5,19405.5,15555.5,10482,6104,3015,1292,310.5,38.5
"2020","강남구","계",530126,14474,23152,28455,30921.5,33298.5,40650.5,39138,42965,45597,51533.5,42991,34960,31982.5,24546.5,19537,12852,7317,3692.5,1596.5,402.5,63.5
"2020","송파구","계",662838,23246.5,28881,28805.5,31359.5,40725.5,53697.5,53717.5,57775,52945,55289.5,51854.5,49668.5,47011.5,33619.5,23486,15071.5,8795,4591,1819.5,415.5,63
"2020","강동구","계",441732.5,14938,18478.5,18451.5,20136.5,26339.5,33536.5,32304,36880,34611.5,36165.5,34763,35419,34685,24557,17542.5,11417,6564.5,3246,1343,302.5,51.5
"2021","서울특별시","계",9453878,257416.5,345579,368547,397353.5,613102.5,819668.5,725415,718262.5,718342,762370,777551.5,706599,702787.5,535174,392366.5,293549.5,189601,90257.5,31768.5,7074.5,1092
"2021","종로구","계",142767,2899.5,4345,5014,5612.5,10138,12777,10079.5,9334.5,9669.5,11312.5,12544.5,11728,10976.5,8217.5,6154.5,5312,3857.5,1903,687.5,178.5,25.5
"2021","중구","계",120430.5,3102,3448.5,3043,3506,7453,10855,10133,9599,8558.5,8605.5,9972,9640.5,9644.5,7434,5538.5,4506,3082,1564.5,600.5,128,16.5
"2021","용산구","계",218385.5,6047,6983.5,6987,7982.5,13372.5,19392.5,19090.5,18157.5,16424.5,17111.5,18367.5,16508,15790.5,11517.5,8474.5,6996.5,5247.5,2691.5,978.5,229.5,35
"2021","성동구","계",285433,9618,10203.5,9022,10239,18971.5,25038.5,23300.5,24135.5,21699.5,21753,23499.5,22145,21261.5,15018,11061.5,8808.5,5846.5,2708.5,888,183,32
"2021","광진구","계",338990.5,7840.5,10799,12035,13233,25465.5,36556.5,29111,25785.5,24494,26187,27712,25420.5,24615,17790.5,12406.5,9354.5,6184.5,2802.5,940,218.5,39
"2021","동대문구","계",335066,9108.5,11057.5,10950.5,12162.5,25728.5,30246.5,24434.5,24729,24025,24932.5,26574,24984,25813,20119,15043,12184,7883,3663,1125.5,252.5,50
"2021","중랑구","계",386616.5,9975,12187,12177.5,13843,22747,32116.5,28921.5,28201.5,27348,28693,33520.5,33816.5,33773,24826,17719,13192.5,8299.5,3718,1235.5,268,38
"2021","성북구","계",427809,11740.5,16310,17253.5,19191,31778,34135.5,28261.5,30360.5,31605.5,36022,36568,31317.5,31071,23579.5,17792,14546.5,9843,4504.5,1572.5,319,37.5
"2021","강북구","계",299248.5,6153,8763,9864.5,11474.5,18944.5,22769.5,18435.5,19124.5,20562.5,23953.5,26172,24941.5,25553,20093.5,16109.5,13136,8269.5,3524.5,1116.5,256,31.5
"2021","도봉구","계",317794.5,7396,10490.5,11540,13335.5,19698,22525.5,19125.5,20631.5,21621,25125,28427.5,27239,28490.5,21344.5,15286.5,11992,8076.5,3804.5,1321.5,277,46.5
"2021","노원구","계",512274.5,12810.5,19077,23811,27810,36469.5,34759.5,30261.5,33180,37615.5,45540,46645,39641,38958,29398,20927,16104,11134,5625.5,2017,424,66.5
"2021","은평구","계",469876.5,12183.5,16468.5,17808.5,20007.5,28797.5,36972.5,32718.5,34484.5,35380,38894.5,39728,35991.5,36605,27746,21268.5,16748,11170.5,4940.5,1586.5,335.5,41
"2021","서대문구","계",303144.5,8558.5,10929.5,10696.5,12254.5,22016.5,27188.5,22025,22199.5,21833.5,23712.5,25159,22589,21823.5,16229,12588,10625.5,7626,3601,1183,258,48
"2021","마포구","계",364219.5,10903.5,13338,13620.5,14246.5,25137.5,35948.5,32081.5,31351.5,29000.5,30416.5,28806.5,24394.5,22600,16602.5,12602,10636,7384.5,3613.5,1248,242.5,45
"2021","양천구","계",446398,11295,19218,24647,25393,28005.5,30273,26288.5,29964.5,35828.5,41153.5,40368,34915.5,33087.5,24911.5,17071.5,11432,7256,3618.5,1330.5,298.5,42
"2021","강서구","계",571614,16544.5,21525.5,21164,22800,33285,52651,50085.5,47718.5,44894,44116.5,42744.5,41226,43706,33054,23137,15540,9914,5047.5,1961,440,59.5
"2021","구로구","계",396843,12219,14839.5,14546.5,15044.5,22731,31627,30701.5,31015,30502,30991.5,31544.5,30335.5,31366.5,24637.5,18496,13064.5,8061.5,3643,1179,264.5,33
"2021","금천구","계",228299.5,5506,6586.5,6566.5,7688,13939,23063,19268,16474,15117.5,16622.5,19187,19835.5,19348,13952.5,10242.5,7482.5,4528,2050.5,672.5,144,25.5
"2021","영등포구","계",372443.5,12276,12998,11484.5,12361,21604.5,36988.5,36157.5,32640,27824.5,27220,28347.5,26893,26477,19979.5,15128,11305.5,7555,3751.5,1151.5,265,35.5
"2021","동작구","계",383557.5,10399,13355,13001.5,14309.5,27026.5,38411,31814,29247,28313.5,28969.5,29668.5,27422,27550,21316,16586,12508,8145.5,3833.5,1322.5,311,48
"2021","관악구","계",484197.5,9207.5,11881,12493.5,15211.5,38357.5,69784,49204,36193,32395.5,33403,34044.5,32085.5,32547,26013.5,20696,15694,9492,3889.5,1290,268,47
"2021","서초구","계",411435,12548.5,20188,22990,21710.5,24217.5,28875.5,28859.5,31740.5,36299,38503.5,34468.5,26893.5,25805.5,20667,15465.5,10827.5,6419,3266.5,1319,326.5,44
"2021","강남구","계",525570,12980.5,22680.5,29339,29465.5,32124,39405,38219.5,40130,46125,50122.5,44812,34189.5,31949,26629.5,19793.5,13595,7912.5,3937,1666.5,421.5,72.5
"2021","송파구","계",655395,21118.5,28392.5,28930.5,29242.5,39031.5,52702.5,52858,54844,53841,52941,52559.5,47784.5,47695,36588,24311,15820.5,9301,4971.5,1937,454.5,70.5
"2021","강동구","계",456069,14986,19514,19560.5,19229.5,26063,34606,33979.5,37021.5,37364,36067.5,36111,34662,36281,27509.5,18468.5,12138,7112,3583.5,1438.5,311,62.5
"2022","서울특별시","계",9378610,236014.5,327888,364124.5,385989.5,588157,811396,742866.5,679663.5,722262,725662.5,789729.5,686982,708879.5,564472.5,398354.5,299196.5,207370,97563.5,33449.5,7423.5,1165
"2022","종로구","계",140477,2616,4066.5,4805,5362.5,9698.5,12681,10329,8862,9676,10374.5,12596.5,11345.5,11117.5,8616,6068,5186,4131.5,2034.5,704,180.5,26
"2022","중구","계",119206.5,2858,3261,2970.5,3365.5,7107.5,10746,10467,9207,8639.5,8032,9895.5,9230.5,9645.5,7907.5,5550.5,4475.5,3368.5,1680,637.5,139.5,22
"2022","용산구","계",215891,5647,6626,6748.5,7556.5,12809,19209,19985,17428.5,16547.5,15824.5,18578.5,15956.5,15878,12230.5,8397.5,6794,5483.5,2896.5,1040,217.5,37
"2022","성동구","계",280685,8906.5,9809.5,8803.5,9819,18107,24518,23177,22772.5,21819.5,20452,23558,21209,21485,15954,11017.5,8827,6300.5,2983.5,941,187.5,37.5
"2022","광진구","계",335712.5,7048.5,10032,11675.5,12883.5,24394,36339,29944.5,24433,24519,24728.5,27831.5,24871,24955,18808.5,12626.5,9515,6751.5,3077,1009,230.5,39.5
"2022","동대문구","계",334024,8422,10675,10840.5,11834,25569,30435,24965,23531,24404,23741,26757,24317,25932.5,21119,15131,12208,8642.5,3988.5,1206.5,251.5,54
"2022","중랑구","계",383496,9263.5,11539,11916,13161,21328,31697.5,30128.5,26929,27726,26977.5,33202.5,32569,34407.5,26339,18023,13399,9203.5,4041,1310.5,295.5,39.5
"2022","성북구","계",426763.5,10947,15638,17105.5,18862.5,31445,33798,28838.5,28867,31931.5,34103.5,37797.5,30933,31371,24947.5,17889,14515.5,10804,4921.5,1662.5,342.5,43
"2022","강북구","계",293601.5,5380.5,8071.5,9511.5,10852,18018.5,22228,18701,17551.5,20213,22224.5,26320.5,24086,25709.5,20960,16148.5,13020.5,9208.5,3926.5,1170.5,261,38
"2022","도봉구","계",312179.5,6540,9755.5,11206.5,12638,18363,21930.5,19422,19096.5,21498.5,23371.5,28400,26346.5,28560.5,22664,15575,12040,8934.5,4093,1397.5,301.5,45
"2022","노원구","계",504265,11686,17769,22911.5,26676,34941.5,33738.5,31047,31131,36991.5,42549.5,47264,38598.5,39379.5,31257.5,21395.5,16236,12049,5978,2139.5,452.5,73.5
"2022","은평구","계",465727.5,11175.5,15517,17380,19363,27318.5,36562,33817.5,32273.5,35437,36830,40652,35190.5,37068.5,29234.5,21344,16833.5,12151,5532,1657.5,347.5,42.5
"2022","서대문구","계",302243.5,7937,10673.5,10608.5,11849.5,21593,26948.5,22687,21323,22179,22424,25683.5,22129.5,22238,17224.5,12449,10557,8212,3950.5,1259,267,50.5
"2022","마포구","계",362719.5,9823,12843,13396.5,14045,24401.5,35968.5,32873,29957,29201.5,29112.5,29928,24038.5,23035,17535.5,12600,10494,7943.5,3875,1344.5,257.5,46.5
"2022","양천구","계",440981.5,10198.5,18073.5,24262.5,24742.5,26314,29569.5,26756.5,27812.5,35539.5,39183,40858.5,34057.5,33815.5,26508,17850.5,11934.5,7881.5,3831.5,1429,315.5,47.5
"2022","강서구","계",567898,14980,20120.5,21133,22037.5,31696.5,52201.5,51978.5,45260,45382,42525.5,43477.5,39323.5,43873,35007.5,23828,16319,10821,5364,2023.5,477.5,68.5
"2022","구로구","계",393517.5,11271,13868,14325,14506,21703,31419.5,31628.5,29398.5,30498,29648.5,31871,29374,31512,25782.5,18808.5,13501,8881,3945.5,1261.5,281.5,33
"2022","금천구","계",228373.5,5070,6104,6409,7293.5,13067.5,23621.5,20800.5,16002.5,15246.5,15569.5,19001,19213,19971,14729,10439.5,7633,5107,2207.5,713.5,147,27.5
"2022","영등포구","계",372625.5,11422,12714.5,11610,11900,21029,36925,37536,31606.5,28467,26181.5,28788.5,26151,26791.5,20850.5,15330.5,11488,8177,4108,1249,262.5,37.5
"2022","동작구","계",379738,9440.5,12708.5,12786.5,13965.5,26329,38008,32315.5,27720,28233.5,27660,30255.5,26516.5,27519.5,22189.5,16611,12800.5,8792,4143,1373.5,322,48
"2022","관악구","계",482092.5,8142,10847,12036,14555.5,37539.5,71244,51436.5,34312.5,32316,31443,34542.5,31011.5,32660.5,26699.5,20855,15810.5,10667,4296,1340,289,49
"2022","서초구","계",402936.5,11429.5,18910,22880.5,21446,22941.5,27732.5,28274.5,29254.5,35836,37165,35414,26222.5,25249.5,21435.5,15370.5,11264,6925.5,3466.5,1328,343.5,47
"2022","강남구","계",522782.5,11915.5,21533.5,29777,29599,30564.5,38208,38020,37503.5,46214.5,48959.5,46691.5,33961,31712,28114.5,20256.5,14554,8758,4188.5,1737.5,441.5,72.5
"2022","송파구","계",652993.5,19615,27598.5,29136.5,28711,36991.5,51535,53183.5,52189,55065,51239,53624,46712.5,48122.5,38930,25352,16906,10248,5247.5,2026,486.5,74.5
"2022","강동구","계",457679,14280,19133.5,19889,18965,24887,34132,34554.5,35241.5,38680.5,35342.5,36740.5,33618,36869.5,29428,19437.5,12885,7928,3788,1488.5,325,65.5
